Time;RPM;MAP;TP;lambda;MAT;CLT;Gego;Gwarm;Gbaro;Gammae;TPSacc;Gve;PW;PW_raw;IacDC;IacSteps;DutyCycle1;lambdaTarget;Spark;Dwell;EGT #1;Vbatt;IacInt;speed_rpm_ratio;altitude;speed;course;distance;distance_sum;inst_Vems;torque;torque_nominal;L100km;lambda_corr_ego;lambda_corr_ego;afr_diff;corrected_ve
0;2005;40.3;8.2;0.998;30;83;93;100;100;97;0;117;3.549;2.808;18;46;5.9;1;36;4.03;600;12.47;123;0;0;0;0;0;0;2.196;27.001;25.288;255;0.928;0.928;1.002;108.578
0.047;2005;40.3;8.2;0.998;30;83;93;100;100;97;0;117;3.542;2.808;18;46;5.9;1;36;4.03;601;12.59;123;0;0;0;0;0;0;2.196;25.123;23.404;255;0.928;0.928;1.002;108.578
0.094;2008;40;8.2;0.987;30;83;93;100;100;97;0;117;3.549;2.808;18;46;5.9;1;36;4.03;600;12.47;123;0;0;0;0;0;0;2.199;27.396;25.684;255;0.918;0.918;1.013;107.421
0.141;2008;40;8.2;0.991;30;83;93;100;100;97;0;117;3.542;2.808;18;46;5.9;1;36;4.03;601;12.59;123;0;0;0;0;0;0;2.199;24.333;22.61;255;0.922;0.922;1.009;107.884
0.188;2009;40.3;8.2;0.991;30;83;93;100;100;97;0;117;3.549;2.808;18;46;5.9;1;36;4.03;600;12.47;123;0;0;0;0;0;0;2.2;25.618;23.899;255;0.922;0.922;1.009;107.884
0.235;2006;40;8.2;0.991;30;83;93;100;100;97;0;117;3.542;2.808;18;46;5.9;1;36;4.03;600;12.59;123;0;0;0;0;0;0;2.197;24.629;22.908;255;0.922;0.922;1.009;107.884
0.282;2008;40;8.2;0.991;30;83;93;100;100;97;0;117;3.557;2.808;18;46;6;1;36;4.03;600;12.35;123;0;0;0;0;0;0;2.199;25.519;23.8;255;0.922;0.922;1.009;107.884
0.328;2008;40;8.2;0.998;30;83;93;100;100;97;0;117;3.542;2.808;18;46;5.9;1;36;4.03;600;12.59;123;0;0;0;0;0;0;2.199;27.001;25.288;255;0.928;0.928;1.002;108.578
0.375;2008;40;8.2;1.002;30;83;93;100;100;97;0;117;3.542;2.808;18;46;5.9;1;36;4.03;600;12.59;123;0;0;0;0;0;0;2.199;25.222;23.503;255;0.932;0.932;0.998;109.042
0.422;2008;40;8.2;1.009;30;83;93;100;100;97;0;117;3.542;2.808;18;46;5.9;1;36;4.03;600;12.59;123;0;0;0;0;0;0;2.199;27.199;25.486;255;0.938;0.938;0.992;109.736
0.469;2006;40.3;8.2;1.006;30;83;93;100;100;97;0;117;3.542;2.808;18;46;5.9;1;36;4.03;601;12.59;123;0;0;0;0;0;0;2.197;23.839;22.114;255;0.936;0.936;0.994;109.505
0.516;2009;40;8.2;0.998;30;83;93;100;100;97;0;117;3.549;2.808;18;46;5.9;1;36;4.03;600;12.47;123;0;0;0;0;0;0;2.2;26.21;24.494;255;0.928;0.928;1.002;108.578
0.563;2008;40;8.2;0.996;30;83;93;100;100;97;0;117;3.542;2.808;18;46;5.9;1;36;4.03;600;12.59;123;0;0;0;0;0;0;2.199;23.938;22.214;255;0.926;0.926;1.004;108.347
0.61;2009;40.3;8.2;0.987;30;83;93;100;100;97;0;117;3.542;2.808;18;46;5.9;1;36;4.03;600;12.59;123;0;0;0;0;0;0;2.2;26.013;24.296;255;0.918;0.918;1.013;107.421
0.657;2005;40;8.2;0.983;30;83;93;100;100;97;0;117;3.542;2.808;18;47;5.9;1;36;4.03;600;12.59;123;0;0;0;0;0;0;2.196;26.803;25.089;255;0.914;0.914;1.017;106.958
0.703;2007;40.3;8.2;0.977;30;83;93;100;100;97;0;117;3.549;2.808;18;47;5.9;1;36;4.03;600;12.47;123;0;0;0;0;0;0;2.198;23.444;21.718;255;0.908;0.908;1.024;106.263
