Time;RPM;MAP;TP;lambda;MAT;CLT;Gego;Gwarm;Gbaro;Gammae;TPSacc;Gve;PW;PW_raw;IacDC;IacSteps;DutyCycle1;lambdaTarget;Spark;Dwell;EGT #1;Vbatt;IacInt;speed_rpm_ratio;altitude;speed;course;distance;distance_sum;inst_Vems;torque;torque_nominal;L100km;lambda_corr_ego;lambda_corr_ego;afr_diff;corrected_ve
0;1980;40.3;8.2;1.021;30;83;92;100;100;97;0;117;3.522;2.788;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.153;26.507;24.792;255;0.94;0.94;0.979;109.93
0.047;1979;40.3;8.2;1.032;30;83;92;100;100;97;0;117;3.522;2.788;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.152;25.815;24.098;255;0.949;0.949;0.969;111.075
0.109;1980;40.3;8.2;1.034;30;83;92;100;100;97;0;117;3.522;2.788;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.153;26.507;24.792;255;0.951;0.951;0.967;111.304
0.156;1982;40.3;8.2;1.019;30;83;92;100;100;97;0;117;3.534;2.8;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.164;25.519;23.8;255;0.938;0.938;0.981;109.701
0.203;1983;40.3;8.2;1.015;30;83;92;100;100;97;0;117;3.534;2.8;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.165;26.21;24.494;255;0.934;0.934;0.985;109.243
0.25;1983;40.3;8.2;1.011;30;83;92;100;100;97;0;117;3.534;2.8;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.165;23.542;21.817;255;0.93;0.93;0.989;108.785
0.297;1984;40.3;8.2;1.009;30;83;92;100;100;97;0;117;3.534;2.8;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.167;26.309;24.594;255;0.928;0.928;0.992;108.556
0.344;1980;40.3;8.2;1.006;30;83;92;100;100;97;0;117;3.541;2.8;18;47;5.8;1;32;4.03;601;12.47;123;0;0;0;0;0;0;2.162;23.641;21.916;255;0.926;0.926;0.994;108.327
0.391;1983;40.3;8.2;1.002;30;83;92;100;100;97;0;117;3.534;2.8;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.165;26.013;24.296;255;0.922;0.922;0.998;107.869
0.437;1986;40.3;8.2;1.011;30;83;92;100;100;97;0;117;3.534;2.8;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.169;23.345;21.619;255;0.93;0.93;0.989;108.785
0.484;1988;40.3;8.2;1.006;30;83;92;100;100;97;0;117;3.534;2.8;18;47;5.9;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.171;26.408;24.693;255;0.926;0.926;0.994;108.327
0.531;1986;40.3;8.2;1.002;30;83;92;100;100;97;0;117;3.534;2.8;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.169;25.42;23.701;255;0.922;0.922;0.998;107.869
0.578;1988;40.3;8.2;1;30;83;92;100;100;97;0;117;3.541;2.8;18;47;5.9;1;32;4.03;601;12.47;123;0;0;0;0;0;0;2.171;25.025;23.304;255;0.92;0.92;1;107.64
0.625;1989;40.3;8.2;0.996;30;83;92;100;100;97;0;117;3.534;2.8;18;47;5.9;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.172;25.123;23.404;255;0.916;0.916;1.004;107.182
0.672;1989;40.3;8.2;0.996;30;83;92;100;100;97;0;117;3.541;2.8;18;47;5.9;1;32;4.03;601;12.47;123;0;0;0;0;0;0;2.172;24.827;23.106;255;0.916;0.916;1.004;107.182
0.719;1988;40.3;8.2;0.996;30;83;92;100;100;97;0;117;3.534;2.8;18;47;5.9;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.171;26.309;24.594;255;0.916;0.916;1.004;107.182
0.766;1988;40.3;8.2;1.002;30;83;92;100;100;97;0;117;3.534;2.8;18;46;5.9;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.171;23.74;22.015;255;0.922;0.922;0.998;107.869
0.828;1992;40.3;8.2;1.002;30;83;92;100;100;97;0;117;3.534;2.8;18;46;5.9;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.175;26.309;24.594;255;0.922;0.922;0.998;107.869
0.875;1993;40.3;8.2;0.991;30;83;92;100;100;97;0;117;3.534;2.8;18;46;5.9;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.176;23.839;22.114;255;0.912;0.912;1.009;106.724
0.922;1992;40.3;8.2;0.989;30;83;92;100;100;97;0;117;3.534;2.8;18;46;5.9;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.175;25.914;24.197;255;0.91;0.91;1.011;106.495
0.969;1990;40.3;8.2;0.989;30;83;92;100;100;97;0;117;3.534;2.8;18;46;5.9;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.173;23.74;22.015;255;0.91;0.91;1.011;106.495
1.016;1994;40.3;8.2;0.987;30;83;92;100;100;97;0;117;3.541;2.8;18;47;5.9;1;32;4.03;601;12.47;123;0;0;0;0;0;0;2.177;26.309;24.594;255;0.908;0.908;1.013;106.266
1.062;1993;40;8.2;0.985;30;83;92;100;100;97;0;117;3.534;2.8;18;47;5.9;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.176;26.112;24.395;255;0.906;0.906;1.015;106.037
1.109;1996;40.3;8.2;0.987;30;83;92;100;100;97;0;117;3.541;2.8;18;46;5.9;1;32;4.03;601;12.47;123;0;0;0;0;0;0;2.18;25.914;24.197;255;0.908;0.908;1.013;106.266
1.156;1995;40;8.2;0.989;30;83;92;100;100;97;0;117;3.534;2.8;18;46;5.9;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.179;25.914;24.197;255;0.91;0.91;1.011;106.495
1.203;1992;40.3;8.2;0.987;30;83;92;100;100;97;0;117;3.534;2.8;18;47;5.9;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.175;23.444;21.718;255;0.908;0.908;1.013;106.266
1.25;1995;40.3;8.2;0.985;30;83;92;100;100;97;0;117;3.522;2.788;18;47;5.9;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.169;26.507;24.792;255;0.906;0.906;1.015;106.037
1.297;1995;40.3;8.2;0.983;30;83;92;100;100;97;0;117;3.522;2.788;18;47;5.9;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.169;23.444;21.718;255;0.904;0.904;1.017;105.808
1.344;1994;40.3;8.2;0.979;30;83;92;100;100;97;0;117;3.529;2.788;18;47;5.9;1;32;4.03;601;12.47;123;0;0;0;0;0;0;2.168;26.507;24.792;255;0.9;0.9;1.022;105.35
1.391;1990;40;8.2;0.987;30;83;92;100;100;97;0;117;3.51;2.776;18;46;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.154;25.321;23.602;255;0.908;0.908;1.013;106.266
1.437;1992;40;8.2;0.991;30;83;92;100;100;97;0;117;3.517;2.776;18;46;5.8;1;32;4.03;601;12.47;123;0;0;0;0;0;0;2.157;24.629;22.908;255;0.912;0.912;1.009;106.724
1.484;1990;40;8.2;0.996;30;83;92;100;100;97;0;117;3.51;2.776;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.154;25.123;23.404;255;0.916;0.916;1.004;107.182
1.531;1989;40.3;8.2;0.998;30;83;92;100;100;97;0;117;3.517;2.776;18;47;5.8;1;32;4.03;601;12.47;123;0;0;0;0;0;0;2.153;24.333;22.61;255;0.918;0.918;1.002;107.411
1.578;1987;40.3;8.2;0.998;30;83;92;100;100;97;0;117;3.51;2.776;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.151;26.309;24.594;255;0.918;0.918;1.002;107.411
1.625;1990;40.3;8.2;1.002;30;83;92;100;100;97;0;117;3.51;2.776;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.154;24.531;22.809;255;0.922;0.922;0.998;107.869
1.672;1992;40.3;8.2;1;30;83;92;100;100;97;0;117;3.51;2.776;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.157;26.606;24.891;255;0.92;0.92;1;107.64
1.719;1992;40.3;8.2;1;30;83;92;100;100;97;0;117;3.51;2.776;18;46;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.157;24.037;22.313;255;0.92;0.92;1;107.64
1.766;1993;40.3;8.2;1;30;83;92;100;100;97;0;117;3.517;2.776;18;46;5.8;1;32;4.03;601;12.47;123;0;0;0;0;0;0;2.158;25.618;23.899;255;0.92;0.92;1;107.64
1.828;1990;40.3;8.2;1.002;30;83;92;100;100;97;0;117;3.51;2.776;18;46;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.154;23.938;22.214;255;0.922;0.922;0.998;107.869
1.875;1992;40.3;8.2;1.009;30;83;92;100;100;97;0;117;3.517;2.776;18;46;5.8;1;32;4.03;601;12.47;123;0;0;0;0;0;0;2.157;25.618;23.899;255;0.928;0.928;0.992;108.556
1.922;1992;40.3;8.2;1.009;30;83;92;100;100;97;0;117;3.51;2.776;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.157;25.914;24.197;255;0.928;0.928;0.992;108.556
1.969;1993;40.3;8.2;1.006;30;83;92;100;100;97;0;117;3.517;2.776;18;47;5.8;1;32;4.03;601;12.47;123;0;0;0;0;0;0;2.158;23.345;21.619;255;0.926;0.926;0.994;108.327
2.016;1988;40.3;8.2;1.002;30;83;92;100;100;97;0;117;3.51;2.776;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.152;26.21;24.494;255;0.922;0.922;0.998;107.869
2.062;1990;40.3;8.2;1.011;30;83;92;100;100;97;0;117;3.51;2.776;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.154;23.147;21.42;255;0.93;0.93;0.989;108.785
2.109;1993;40.3;8.2;1.011;30;83;92;100;100;97;0;117;3.51;2.776;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.158;26.902;25.189;255;0.93;0.93;0.989;108.785
2.156;1992;40.3;8.2;1;30;83;92;100;100;97;0;117;3.51;2.776;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.157;23.74;22.015;255;0.92;0.92;1;107.64
2.203;1990;40.3;8.2;1;30;83;92;100;100;97;0;117;3.517;2.776;18;47;5.8;1;32;4.03;601;12.47;123;0;0;0;0;0;0;2.154;26.309;24.594;255;0.92;0.92;1;107.64
2.25;1987;40.3;8.2;1;30;83;92;100;100;97;0;117;3.51;2.776;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.151;25.519;23.8;255;0.92;0.92;1;107.64
2.297;1987;40.3;8.2;1;30;83;92;100;100;97;0;117;3.517;2.776;18;47;5.8;1;32;4.03;601;12.47;123;0;0;0;0;0;0;2.151;24.135;22.412;255;0.92;0.92;1;107.64
2.344;1988;40.3;8.2;1.006;30;83;92;100;100;97;0;117;3.51;2.776;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.152;25.42;23.701;255;0.926;0.926;0.994;108.327
2.391;1990;40.3;8.2;1.009;30;83;92;100;100;97;0;117;3.517;2.776;18;47;5.8;1;32;4.03;601;12.47;123;0;0;0;0;0;0;2.154;24.728;23.007;255;0.928;0.928;0.992;108.556
2.437;1989;40.3;8.2;1.015;30;83;92;100;100;97;0;117;3.51;2.776;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.153;26.507;24.792;255;0.934;0.934;0.985;109.243
2.484;1987;40.3;8.2;1.019;30;83;92;100;100;97;0;117;3.522;2.788;18;47;5.8;1;32;4.03;601;12.59;123;0;0;0;0;0;0;2.161;24.531;22.809;255;0.938;0.938;0.981;109.701
