Time;RPM;MAP;TP;lambda;MAT;CLT;Gego;Gwarm;Gbaro;Gammae;TPSacc;Gve;PW;PW_raw;IacDC;IacSteps;DutyCycle1;lambdaTarget;Spark;Dwell;EGT #1;Vbatt;IacInt;speed_rpm_ratio;altitude;speed;course;distance;distance_sum;inst_Vems;torque;torque_nominal;L100km;lambda_corr_ego;lambda_corr_ego;afr_diff;corrected_ve
0;2003;40;8.2;1;31;83;93;100;100;96;0;117;3.549;2.808;18;47;5.9;1;42;4.03;596;12.47;123;0;0;0;0;0;0;2.194;26.606;24.891;255;0.93;0.93;1;108.81
0.047;2003;40;8.2;0.998;31;83;93;100;100;96;0;117;3.542;2.808;18;46;5.9;1;42;4.03;596;12.59;123;0;0;0;0;0;0;2.194;27.001;25.288;255;0.928;0.928;1.002;108.578
0.094;2004;40;8.2;1;31;83;93;100;100;96;0;117;3.549;2.808;18;46;5.9;1;42;4.03;596;12.47;123;0;0;0;0;0;0;2.195;25.914;24.197;255;0.93;0.93;1;108.81
0.141;2003;40.3;8.2;0.996;31;83;93;100;100;96;0;117;3.542;2.808;18;46;5.9;1;42;4.03;596;12.59;123;0;0;0;0;0;0;2.194;26.309;24.594;255;0.926;0.926;1.004;108.347
0.187;1999;40.3;8.2;1;31;83;93;100;100;96;0;117;3.549;2.808;18;47;5.9;1;42;4.03;596;12.47;123;0;0;0;0;0;0;2.189;23.542;21.817;255;0.93;0.93;1;108.81
0.234;2002;40.3;8.2;1;31;83;93;100;100;96;0;117;3.542;2.808;18;47;5.9;1;42;4.03;596;12.59;123;0;0;0;0;0;0;2.192;27.297;25.585;255;0.93;0.93;1;108.81
0.297;2001;40;8.2;0.998;31;83;93;100;100;96;0;117;3.549;2.808;18;47;5.9;1;42;4.03;596;12.47;123;0;0;0;0;0;0;2.191;23.74;22.015;255;0.928;0.928;1.002;108.578
0.344;2001;40;8.2;0.996;31;83;93;100;100;96;0;117;3.542;2.808;18;47;5.9;1;42;4.03;596;12.59;123;0;0;0;0;0;0;2.191;25.321;23.602;255;0.926;0.926;1.004;108.347
0.391;2003;40.3;8.2;1;31;83;93;100;100;96;0;117;3.549;2.808;18;46;5.9;1;42;4.03;596;12.47;123;0;0;0;0;0;0;2.194;24.135;22.412;255;0.93;0.93;1;108.81
0.437;1999;40.3;8.2;1.002;31;83;93;100;100;96;0;117;3.549;2.808;18;46;5.9;1;42;4.03;596;12.47;123;0;0;0;0;0;0;2.189;25.914;24.197;255;0.932;0.932;0.998;109.042
