Time;RPM;MAP;TP;lambda;MAT;CLT;Gego;Gwarm;Gbaro;Gammae;TPSacc;Gve;PW;PW_raw;IacDC;IacSteps;DutyCycle1;lambdaTarget;Spark;Dwell;EGT #1;Vbatt;IacInt;speed_rpm_ratio;altitude;speed;course;distance;distance_sum;inst_Vems;torque;torque_nominal;L100km;lambda_corr_ego;lambda_corr_ego;afr_diff;corrected_ve
0;2006;40;8.2;1;30;83;92;100;100;97;0;117;3.541;2.8;18;46;5.9;1;40;4.03;599;12.47;123;0;0;0;0;0;0;2.191;24.037;22.313;255;0.92;0.92;1;107.64
0.047;2009;40.3;8.2;1;30;83;92;100;100;97;0;117;3.534;2.8;18;46;5.9;1;40;4.03;599;12.59;123;0;0;0;0;0;0;2.194;26.902;25.189;255;0.92;0.92;1;107.64
0.093;2004;40;8.2;1;30;83;92;100;100;97;0;117;3.541;2.8;18;47;5.9;1;40;4.03;599;12.47;123;0;0;0;0;0;0;2.188;23.74;22.015;255;0.92;0.92;1;107.64
0.14;2007;40;8.2;0.998;30;83;92;100;100;97;0;117;3.534;2.8;18;47;5.9;1;40;4.03;599;12.59;123;0;0;0;0;0;0;2.192;27.396;25.684;255;0.918;0.918;1.002;107.411
0.187;2008;40;8.2;1.006;30;83;92;100;100;97;0;117;3.541;2.8;18;47;5.9;1;40;4.03;599;12.47;123;0;0;0;0;0;0;2.193;26.704;24.99;255;0.926;0.926;0.994;108.327
0.234;2009;40.3;8.2;1.006;30;83;92;100;100;97;0;117;3.534;2.8;18;46;5.9;1;40;4.03;599;12.59;123;0;0;0;0;0;0;2.194;26.704;24.99;255;0.926;0.926;0.994;108.327
0.281;2007;40.3;8.2;1.006;30;83;92;100;100;97;0;117;3.549;2.8;18;46;5.9;1;40;4.03;599;12.35;123;0;0;0;0;0;0;2.192;27.199;25.486;255;0.926;0.926;0.994;108.327
0.343;2008;40;8.2;1.002;30;83;92;100;100;97;0;117;3.541;2.8;18;46;5.9;1;40;4.03;599;12.47;123;0;0;0;0;0;0;2.193;23.938;22.214;255;0.922;0.922;0.998;107.869
0.39;2008;40.3;8.2;1;30;83;92;100;100;97;0;117;3.541;2.8;18;46;5.9;1;40;4.03;599;12.47;123;0;0;0;0;0;0;2.193;23.839;22.114;255;0.92;0.92;1;107.64
0.437;2009;40;8.2;0.998;30;83;92;100;100;97;0;117;3.534;2.8;18;46;5.9;1;40;4.03;599;12.59;123;0;0;0;0;0;0;2.194;27.989;26.279;255;0.918;0.918;1.002;107.411
0.484;2008;40;8.2;0.996;30;83;92;100;100;97;0;117;3.549;2.8;18;46;5.9;1;40;4.03;599;12.35;123;0;0;0;0;0;0;2.193;25.519;23.8;255;0.916;0.916;1.004;107.182
0.531;2010;40;8.2;0.996;30;83;92;100;100;97;0;117;3.534;2.8;18;46;5.9;1;40;4.03;598;12.59;123;0;0;0;0;0;0;2.195;24.728;23.007;255;0.916;0.916;1.004;107.182
0.578;2008;40;8.2;0.998;30;83;92;100;100;97;0;117;3.541;2.8;18;46;5.9;1;40;4.03;599;12.47;123;0;0;0;0;0;0;2.193;25.815;24.098;255;0.918;0.918;1.002;107.411
0.625;2009;40;8.2;1;30;83;92;100;100;97;0;117;3.534;2.8;18;46;5.9;1;40;4.03;599;12.59;123;0;0;0;0;0;0;2.194;24.037;22.313;255;0.92;0.92;1;107.64
0.672;2007;40.3;8.2;0.991;30;83;92;100;100;97;0;117;3.541;2.8;18;46;5.9;1;40;4.03;599;12.47;123;0;0;0;0;0;0;2.192;27.89;26.18;255;0.912;0.912;1.009;106.724
0.718;2005;40;8.2;0.998;30;83;92;100;100;97;0;117;3.534;2.8;18;46;5.9;1;40;4.03;599;12.59;123;0;0;0;0;0;0;2.189;24.234;22.511;255;0.918;0.918;1.002;107.411
0.765;2008;40;8.2;1;30;83;92;100;100;97;0;117;3.541;2.8;18;46;5.9;1;40;4.03;599;12.47;123;0;0;0;0;0;0;2.193;27.297;25.585;255;0.92;0.92;1;107.64
0.812;2005;40;8.2;1.006;30;83;92;100;100;97;0;117;3.541;2.8;18;46;5.9;1;40;4.03;599;12.47;123;0;0;0;0;0;0;2.189;24.926;23.205;255;0.926;0.926;0.994;108.327
0.859;2009;40;8.2;1;30;83;92;100;100;97;0;117;3.541;2.8;18;46;5.9;1;40;4.03;599;12.47;123;0;0;0;0;0;0;2.194;24.827;23.106;255;0.92;0.92;1;107.64
0.906;2008;40;8.2;1;30;83;92;100;100;97;0;117;3.541;2.8;18;46;5.9;1;40;4.03;599;12.47;123;0;0;0;0;0;0;2.193;25.222;23.503;255;0.92;0.92;1;107.64
0.953;2010;40;8.2;0.998;30;83;92;100;100;97;0;117;3.534;2.8;18;46;5.9;1;40;4.03;598;12.59;123;0;0;0;0;0;0;2.195;24.333;22.61;255;0.918;0.918;1.002;107.411
1;2009;40.3;8.2;0.996;30;83;92;100;100;97;0;117;3.534;2.8;18;46;5.9;1;40;4.03;599;12.59;123;0;0;0;0;0;0;2.194;27.693;25.982;255;0.916;0.916;1.004;107.182
1.047;2008;40;8.2;1;30;83;92;100;100;97;0;117;3.534;2.8;18;46;5.9;1;40;4.03;599;12.59;123;0;0;0;0;0;0;2.193;24.333;22.61;255;0.92;0.92;1;107.64
1.093;2011;40;8.2;1.002;30;83;92;100;100;97;0;117;3.549;2.8;18;46;5.9;1;40;4.03;599;12.35;123;0;0;0;0;0;0;2.196;27.791;26.081;255;0.922;0.922;0.998;107.869
1.14;2009;40;8.2;1;30;83;92;100;100;97;0;117;3.534;2.8;18;46;5.9;1;40;4.03;599;12.59;123;0;0;0;0;0;0;2.194;24.926;23.205;255;0.92;0.92;1;107.64
1.187;2009;40;8.2;1;30;83;92;100;100;97;0;117;3.541;2.8;18;46;5.9;1;40;4.03;599;12.47;123;0;0;0;0;0;0;2.194;25.222;23.503;255;0.92;0.92;1;107.64
1.234;2009;40;8.2;0.991;30;83;92;100;100;97;0;117;3.534;2.8;18;46;5.9;1;40;4.03;599;12.59;123;0;0;0;0;0;0;2.194;24.629;22.908;255;0.912;0.912;1.009;106.724
1.281;2010;40;8.2;0.989;30;83;92;100;100;97;0;117;3.541;2.8;18;46;5.9;1;40;4.03;599;12.47;123;0;0;0;0;0;0;2.195;25.222;23.503;255;0.91;0.91;1.011;106.495
1.328;2012;40;8.2;0.987;30;83;92;100;100;97;0;117;3.534;2.8;18;46;5.9;1;40;4.03;599;12.59;123;0;0;0;0;0;0;2.197;27.396;25.684;255;0.908;0.908;1.013;106.266
